line,level,part,chapter,title,path,exists,has_children,body_chars,han_chars,latin_words,english_blocks,status,source_versions
339,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.8. Error Handling,client-interfaces/ecpg-embedded-sql-in-c/35.8.-error-handling.md,True,False,0,0,0,0,heading-only-leaf,
340,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.9. Preprocessor Directives,client-interfaces/ecpg-embedded-sql-in-c/35.9.-preprocessor-directives.md,True,False,0,0,0,0,heading-only-leaf,
341,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.10. Processing Embedded SQL Programs,client-interfaces/ecpg-embedded-sql-in-c/35.10.-processing-embedded-sql-programs.md,True,False,0,0,0,0,heading-only-leaf,
342,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.11. Library Functions,client-interfaces/ecpg-embedded-sql-in-c/35.11.-library-functions.md,True,False,0,0,0,0,heading-only-leaf,
343,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.12. Large Objects,client-interfaces/ecpg-embedded-sql-in-c/35.12.-large-objects.md,True,False,0,0,0,0,heading-only-leaf,
344,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.13. C++ Applications,client-interfaces/ecpg-embedded-sql-in-c/35.13.-c++-applications.md,True,False,0,0,0,0,heading-only-leaf,
345,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.14. Embedded SQL Commands,client-interfaces/ecpg-embedded-sql-in-c/35.14.-embedded-sql-commands.md,True,False,0,0,0,0,heading-only-leaf,
346,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.15. Informix Compatibility Mode,client-interfaces/ecpg-embedded-sql-in-c/35.15.-informix-compatibility-mode.md,True,False,0,0,0,0,heading-only-leaf,
347,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.16. Internals,client-interfaces/ecpg-embedded-sql-in-c/35.16.-internals.md,True,False,0,0,0,0,heading-only-leaf,
348,1,IV. 用戶端介面,37. The Information Schema,37. The Information Schema,client-interfaces/the-information-schema/README.md,True,True,985,162,94,1,mixed-review,
349,2,IV. 用戶端介面,37. The Information Schema,37.1. The Schema,client-interfaces/the-information-schema/the-schema.md,True,False,676,0,113,2,no-chinese-prose,
350,2,IV. 用戶端介面,37. The Information Schema,37.2. Data Types,client-interfaces/the-information-schema/data-types.md,True,False,1087,0,149,3,no-chinese-prose,
351,2,IV. 用戶端介面,37. The Information Schema,37.3. information_schema_catalog_name,client-interfaces/the-information-schema/information_schema_catalog_name.md,True,False,564,0,38,1,no-chinese-prose,
352,2,IV. 用戶端介面,37. The Information Schema,37.4. administrable_role_authorizations,client-interfaces/the-information-schema/administrable_role_authorizations.md,True,False,1210,0,64,1,no-chinese-prose,
353,2,IV. 用戶端介面,37. The Information Schema,37.5. applicable_roles,client-interfaces/the-information-schema/applicable_roles.md,True,False,1345,0,112,2,no-chinese-prose,
354,2,IV. 用戶端介面,37. The Information Schema,37.7. attributes,client-interfaces/the-information-schema/attributes.md,True,False,16595,0,872,2,no-chinese-prose,current
355,2,IV. 用戶端介面,37. The Information Schema,37.7. character_sets,client-interfaces/the-information-schema/character_sets.md,True,False,5071,0,385,5,no-chinese-prose,
356,2,IV. 用戶端介面,37. The Information Schema,37.8. check_constraint_routine_usage,client-interfaces/the-information-schema/check_constraint_routine_usage.md,True,False,2026,0,103,2,no-chinese-prose,current
357,2,IV. 用戶端介面,37. The Information Schema,37.9. check_constraints,client-interfaces/the-information-schema/check_constraints.md,True,False,1140,0,81,2,no-chinese-prose,
358,2,IV. 用戶端介面,37. The Information Schema,37.10. collations,client-interfaces/the-information-schema/collations.md,True,False,1115,0,68,1,no-chinese-prose,
359,2,IV. 用戶端介面,37. The Information Schema,37.11. collation_character_set_applicability,client-interfaces/the-information-schema/collation_character_set_applicability.md,True,False,1686,0,118,2,no-chinese-prose,current
360,2,IV. 用戶端介面,37. The Information Schema,37.12. column_column_usage,client-interfaces/the-information-schema/column_column_usage.md,True,False,1188,0,85,2,no-chinese-prose,
361,2,IV. 用戶端介面,37. The Information Schema,37.13. column_domain_usage,client-interfaces/the-information-schema/36.12.-column_domain_usage.md,True,False,1493,0,105,2,no-chinese-prose,
362,2,IV. 用戶端介面,37. The Information Schema,37.14. column_options,client-interfaces/the-information-schema/column_options.md,True,False,1485,0,105,2,no-chinese-prose,
363,2,IV. 用戶端介面,37. The Information Schema,37.15. column_privileges,client-interfaces/the-information-schema/column_privileges.md,True,False,2292,0,186,3,no-chinese-prose,
364,2,IV. 用戶端介面,37. The Information Schema,37.16. column_udt_usage,client-interfaces/the-information-schema/column_udt_usage.md,True,False,2231,0,154,2,no-chinese-prose,current
365,2,IV. 用戶端介面,37. The Information Schema,37.17. columns,client-interfaces/the-information-schema/columns.md,True,False,25040,0,1399,3,no-chinese-prose,
366,2,IV. 用戶端介面,37. The Information Schema,37.18. constraint_column_usage,client-interfaces/the-information-schema/constraint_column_usage.md,True,False,2326,0,190,2,no-chinese-prose,
367,2,IV. 用戶端介面,37. The Information Schema,37.19. constraint_table_usage,client-interfaces/the-information-schema/constraint_table_usage.md,True,False,1999,0,176,2,no-chinese-prose,
368,2,IV. 用戶端介面,37. The Information Schema,37.20. data_type_privileges,client-interfaces/the-information-schema/data_type_privileges.md,True,False,3434,0,241,2,no-chinese-prose,
369,2,IV. 用戶端介面,37. The Information Schema,37.21. domain_constraints,client-interfaces/the-information-schema/domain_constraints.md,True,False,1955,0,149,2,no-chinese-prose,
370,2,IV. 用戶端介面,37. The Information Schema,37.21. domain_udt_usage,client-interfaces/the-information-schema/36.21.-domain_udt_usage.md,True,False,0,0,0,0,heading-only-leaf,
371,2,IV. 用戶端介面,37. The Information Schema,37.22. domains,client-interfaces/the-information-schema/36.22.-domains.md,True,False,0,0,0,0,heading-only-leaf,
372,2,IV. 用戶端介面,37. The Information Schema,37.23. element_types,client-interfaces/the-information-schema/36.23.-element_types.md,True,False,0,0,0,0,heading-only-leaf,
373,2,IV. 用戶端介面,37. The Information Schema,37.24. enabled_roles,client-interfaces/the-information-schema/36.24.-enabled_roles.md,True,False,0,0,0,0,heading-only-leaf,
374,2,IV. 用戶端介面,37. The Information Schema,37.25. foreign_data_wrapper_options,client-interfaces/the-information-schema/36.25.-foreign_data_wrapper_options.md,True,False,0,0,0,0,heading-only-leaf,
375,2,IV. 用戶端介面,37. The Information Schema,37.26. foreign_data_wrappers,client-interfaces/the-information-schema/36.26.-foreign_data_wrappers.md,True,False,0,0,0,0,heading-only-leaf,
376,2,IV. 用戶端介面,37. The Information Schema,37.27. foreign_server_options,client-interfaces/the-information-schema/36.27.-foreign_server_options.md,True,False,0,0,0,0,heading-only-leaf,
377,2,IV. 用戶端介面,37. The Information Schema,37.28. foreign_servers,client-interfaces/the-information-schema/36.28.-foreign_servers.md,True,False,0,0,0,0,heading-only-leaf,
378,2,IV. 用戶端介面,37. The Information Schema,37.29. foreign_table_options,client-interfaces/the-information-schema/36.29.-foreign_table_options.md,True,False,0,0,0,0,heading-only-leaf,
379,2,IV. 用戶端介面,37. The Information Schema,37.30. foreign_tables,client-interfaces/the-information-schema/36.30.-foreign_tables.md,True,False,0,0,0,0,heading-only-leaf,
380,2,IV. 用戶端介面,37. The Information Schema,36.32. key_column_usage,client-interfaces/the-information-schema/key_column_usage.md,True,False,2270,69,126,1,mixed-review,
381,2,IV. 用戶端介面,37. The Information Schema,37.33. parameters,client-interfaces/the-information-schema/parameters.md,True,False,13467,0,623,2,no-chinese-prose,current
382,2,IV. 用戶端介面,37. The Information Schema,36.34. referential_constraints,client-interfaces/the-information-schema/referential_constraints.md,True,False,2467,0,145,2,no-chinese-prose,
383,2,IV. 用戶端介面,37. The Information Schema,37.34. role_column_grants,client-interfaces/the-information-schema/36.34.-role_column_grants.md,True,False,0,0,0,0,heading-only-leaf,
384,2,IV. 用戶端介面,37. The Information Schema,37.35. role_routine_grants,client-interfaces/the-information-schema/36.35.-role_routine_grants.md,True,False,0,0,0,0,heading-only-leaf,
385,2,IV. 用戶端介面,37. The Information Schema,37.37. role_table_grants,client-interfaces/the-information-schema/role_table_grants.md,True,False,4033,88,171,1,mixed-review,
386,2,IV. 用戶端介面,37. The Information Schema,37.38. role_udt_grants,client-interfaces/the-information-schema/role_udt_grants.md,True,False,1789,0,168,2,no-chinese-prose,
387,2,IV. 用戶端介面,37. The Information Schema,37.39. role_usage_grants,client-interfaces/the-information-schema/role_usage_grants.md,True,False,2489,0,177,2,no-chinese-prose,
388,2,IV. 用戶端介面,37. The Information Schema,37.40. routine_column_usage,client-interfaces/the-information-schema/routine_column_usage.md,True,False,2902,0,176,2,no-chinese-prose,current
389,2,IV. 用戶端介面,37. The Information Schema,37.41. routine_privileges,client-interfaces/the-information-schema/routine_privileges.md,True,False,2948,0,173,2,no-chinese-prose,current
390,2,IV. 用戶端介面,37. The Information Schema,37.45. routines,client-interfaces/the-information-schema/36.40.-routines.md,True,False,34913,0,1392,2,no-chinese-prose,
391,2,IV. 用戶端介面,37. The Information Schema,37.46. schemata,client-interfaces/the-information-schema/schemata.md,True,False,1543,0,110,2,no-chinese-prose,
392,2,IV. 用戶端介面,37. The Information Schema,37.47. sequences,client-interfaces/the-information-schema/36.42.-sequences.md,True,False,5737,0,280,3,no-chinese-prose,
393,2,IV. 用戶端介面,37. The Information Schema,37.48. sql_features,client-interfaces/the-information-schema/36.43.-sql_features.md,True,False,1936,0,146,2,no-chinese-prose,current
394,2,IV. 用戶端介面,37. The Information Schema,37.49. sql_implementation_info,client-interfaces/the-information-schema/36.44.-sql_implementation_info.md,True,False,1829,0,149,2,no-chinese-prose,
395,2,IV. 用戶端介面,37. The Information Schema,37.50. sql_parts,client-interfaces/the-information-schema/36.47.-sql_parts.md,True,False,1423,0,102,1,no-chinese-prose,
396,2,IV. 用戶端介面,37. The Information Schema,37.51. sql_sizing,client-interfaces/the-information-schema/36.48.-sql_sizing.md,True,False,1869,0,133,2,no-chinese-prose,
397,2,IV. 用戶端介面,37. The Information Schema,36.51. table_constraints,client-interfaces/the-information-schema/table_constraints.md,True,False,1661,0,103,2,no-chinese-prose,
398,2,IV. 用戶端介面,37. The Information Schema,36.49. table_privileges,client-interfaces/the-information-schema/36.51.-table_privileges.md,True,False,3947,52,168,1,mixed-review,
399,2,IV. 用戶端介面,37. The Information Schema,37.52. tables,client-interfaces/the-information-schema/36.52.-tables.md,True,False,0,0,0,0,heading-only-leaf,
400,2,IV. 用戶端介面,37. The Information Schema,37.53. transforms,client-interfaces/the-information-schema/36.53.-transforms.md,True,False,0,0,0,0,heading-only-leaf,
401,2,IV. 用戶端介面,37. The Information Schema,37.54. triggered_update_columns,client-interfaces/the-information-schema/36.54.-triggered_update_columns.md,True,False,0,0,0,0,heading-only-leaf,
402,2,IV. 用戶端介面,37. The Information Schema,37.55. triggers,client-interfaces/the-information-schema/36.55.-triggers.md,True,False,0,0,0,0,heading-only-leaf,
403,2,IV. 用戶端介面,37. The Information Schema,37.56. udt_privileges,client-interfaces/the-information-schema/36.56.-udt_privileges.md,True,False,0,0,0,0,heading-only-leaf,
404,2,IV. 用戶端介面,37. The Information Schema,37.57. usage_privileges,client-interfaces/the-information-schema/36.57.-usage_privileges.md,True,False,0,0,0,0,heading-only-leaf,
405,2,IV. 用戶端介面,37. The Information Schema,37.58. user_defined_types,client-interfaces/the-information-schema/36.58.-user_defined_types.md,True,False,0,0,0,0,heading-only-leaf,
406,2,IV. 用戶端介面,37. The Information Schema,37.59. user_mapping_options,client-interfaces/the-information-schema/36.59.-user_mapping_options.md,True,False,0,0,0,0,heading-only-leaf,
407,2,IV. 用戶端介面,37. The Information Schema,37.60. user_mappings,client-interfaces/the-information-schema/36.60.-user_mappings.md,True,False,0,0,0,0,heading-only-leaf,
408,2,IV. 用戶端介面,37. The Information Schema,37.63. view_column_usage,client-interfaces/the-information-schema/view_column_usage.md,True,False,2102,0,168,2,no-chinese-prose,
409,2,IV. 用戶端介面,37. The Information Schema,37.64. view_routine_usage,client-interfaces/the-information-schema/view_routine_usage.md,True,False,2084,0,114,2,no-chinese-prose,current
410,2,IV. 用戶端介面,37. The Information Schema,37.65. view_table_usage,client-interfaces/the-information-schema/view_table_usage.md,True,False,1710,0,138,2,no-chinese-prose,
411,2,IV. 用戶端介面,37. The Information Schema,37.66. views,client-interfaces/the-information-schema/views.md,True,False,2660,0,249,2,no-chinese-prose,
412,0,V. 資料庫程式設計,V. 資料庫程式設計,V. 資料庫程式設計,server-programming/README.md,True,True,197,139,4,0,chinese-review,
413,1,V. 資料庫程式設計,38. SQL 延伸功能,38. SQL 延伸功能,server-programming/extending-sql/README.md,True,True,457,64,43,0,chinese-review,
414,2,V. 資料庫程式設計,38. SQL 延伸功能,38.1. How Extensibility Works,server-programming/extending-sql/37.1.-how-extensibility-works.md,True,False,1480,0,230,2,no-chinese-prose,
415,2,V. 資料庫程式設計,38. SQL 延伸功能,38.2. The PostgreSQL Type System,server-programming/extending-sql/37.2.-the-postgresql-type-system.md,True,False,12848,0,1540,23,no-chinese-prose,current
416,2,V. 資料庫程式設計,38. SQL 延伸功能,38.3. 使用者自訂函數,server-programming/extending-sql/user-defined-functions.md,True,False,654,264,41,0,chinese-review,
417,2,V. 資料庫程式設計,38. SQL 延伸功能,38.4. User-defined Procedures,server-programming/extending-sql/user-defined-procedures.md,True,False,1561,0,176,3,no-chinese-prose,current
418,2,V. 資料庫程式設計,38. SQL 延伸功能,38.5. Query Language (SQL) Functions,server-programming/extending-sql/query-language-sql-functions.md,True,False,36542,0,3844,72,no-chinese-prose,current
419,2,V. 資料庫程式設計,38. SQL 延伸功能,38.6. Function Overloading,server-programming/extending-sql/function-overloading.md,True,False,3067,0,399,5,no-chinese-prose,current
420,2,V. 資料庫程式設計,38. SQL 延伸功能,38.7. 函數易變性類別,server-programming/extending-sql/function-volatility-categories.md,True,False,1974,1168,69,0,chinese-review,
421,2,V. 資料庫程式設計,38. SQL 延伸功能,38.8. Procedural Language Functions,server-programming/extending-sql/procedural-language-functions.md,True,False,152,79,6,0,chinese-review,
422,2,V. 資料庫程式設計,38. SQL 延伸功能,38.9. Internal Functions,server-programming/extending-sql/internal-functions.md,True,False,1146,0,140,2,no-chinese-prose,current
423,2,V. 資料庫程式設計,38. SQL 延伸功能,38.10. C-Language Functions,server-programming/extending-sql/c-language-functions.md,True,False,51466,0,4981,74,no-chinese-prose,current
424,2,V. 資料庫程式設計,38. SQL 延伸功能,38.11. Function Optimization Information,server-programming/extending-sql/function-optimization-information.md,True,False,4596,0,653,9,no-chinese-prose,current
425,2,V. 資料庫程式設計,38. SQL 延伸功能,38.12. User-defined Aggregates,server-programming/extending-sql/user-defined-aggregates.md,True,False,23530,0,3084,40,no-chinese-prose,current
426,2,V. 資料庫程式設計,38. SQL 延伸功能,38.13. User-defined Types,server-programming/extending-sql/user-defined-types.md,True,False,11770,0,1434,20,no-chinese-prose,current
427,2,V. 資料庫程式設計,38. SQL 延伸功能,38.14. User-defined Operators,server-programming/extending-sql/user-defined-operators.md,True,False,1822,0,213,4,no-chinese-prose,current
428,2,V. 資料庫程式設計,38. SQL 延伸功能,38.15. Operator Optimization Information,server-programming/extending-sql/operator-optimization-information.md,True,False,15221,0,2239,35,no-chinese-prose,15
429,2,V. 資料庫程式設計,38. SQL 延伸功能,38.16. Interfacing Extensions To Indexes,server-programming/extending-sql/interfacing-extensions-to-indexes.md,True,False,42694,0,4636,66,no-chinese-prose,14
430,2,V. 資料庫程式設計,38. SQL 延伸功能,38.17. 封裝相關物件到延伸功能中,server-programming/extending-sql/packaging-related-objects-into-an-extension.md,True,False,30910,0,4028,63,no-chinese-prose,current
431,2,V. 資料庫程式設計,38. SQL 延伸功能,38.18. Extension Building Infrastructure,server-programming/extending-sql/extension-building-infrastructure.md,True,False,8648,0,1091,16,no-chinese-prose,current
432,1,V. 資料庫程式設計,39. Triggers,39. Triggers,server-programming/triggers/README.md,True,True,395,142,31,0,chinese-review,
433,2,V. 資料庫程式設計,39. Triggers,39.1. Overview of Trigger Behavior,server-programming/triggers/overview-of-trigger-behavior.md,True,False,13576,0,1986,22,no-chinese-prose,13
434,2,V. 資料庫程式設計,39. Triggers,39.2. Visibility of Data Changes,server-programming/triggers/visibility-of-data-changes.md,True,False,1905,0,267,4,no-chinese-prose,current
435,2,V. 資料庫程式設計,39. Triggers,39.3. Writing Trigger Functions in C,server-programming/triggers/writing-trigger-functions-in-c.md,True,False,6303,0,660,11,no-chinese-prose,13
436,2,V. 資料庫程式設計,39. Triggers,39.4. A Complete Trigger Example,server-programming/triggers/a-complete-trigger-example.md,True,False,4838,0,112,2,no-chinese-prose,13
437,1,V. 資料庫程式設計,40. Event Triggers (事件觸發),40. Event Triggers (事件觸發),server-programming/event-triggers/README.md,True,True,191,123,6,0,chinese-review,
438,2,V. 資料庫程式設計,40. Event Triggers (事件觸發),40.1. Overview of Event Trigger Behavior,server-programming/event-triggers/overview-of-event-trigger-behavior.md,True,False,3769,0,480,9,no-chinese-prose,current
439,2,V. 資料庫程式設計,40. Event Triggers (事件觸發),40.2. Event Trigger Firing Matrix,server-programming/event-triggers/event-trigger-firing-matrix.md,True,False,16271,14,32,0,chinese-review,
440,2,V. 資料庫程式設計,40. Event Triggers (事件觸發),40.3. Writing Event Trigger Functions in C,server-programming/event-triggers/writing-event-trigger-functions-in-c.md,True,False,2143,25,240,4,mixed-review,
441,2,V. 資料庫程式設計,40. Event Triggers (事件觸發),40.4. A Complete Event Trigger Example,server-programming/event-triggers/a-complete-event-trigger-example.md,True,False,2283,0,157,3,no-chinese-prose,current
442,1,V. 資料庫程式設計,41. 規則系統,41. 規則系統,server-programming/the-rule-system/README.md,True,True,331,198,8,0,chinese-review,
443,2,V. 資料庫程式設計,41. 規則系統,41.1. The Query Tree,server-programming/the-rule-system/the-query-tree.md,True,False,6099,0,955,17,no-chinese-prose,10
444,2,V. 資料庫程式設計,41. 規則系統,41.2. Views and the Rule System,server-programming/the-rule-system/views-and-the-rule-system.md,True,False,19859,0,2045,32,no-chinese-prose,10
445,2,V. 資料庫程式設計,41. 規則系統,41.3. Materialized Views,server-programming/the-rule-system/materialized-views.md,True,False,5691,0,381,8,no-chinese-prose,
446,2,V. 資料庫程式設計,41. 規則系統,"41.4. Rules on INSERT, UPDATE, and DELETE",server-programming/the-rule-system/rules-on-insert-update-and-delete.md,True,False,24367,0,1952,41,no-chinese-prose,
447,2,V. 資料庫程式設計,41. 規則系統,41.5. 規則及權限,server-programming/the-rule-system/rules-and-privileges.md,True,False,3148,1733,48,0,chinese-review,
448,2,V. 資料庫程式設計,41. 規則系統,41.6. Rules and Command Status,server-programming/the-rule-system/rules-and-command-status.md,True,False,1410,0,229,3,no-chinese-prose,
449,2,V. 資料庫程式設計,41. 規則系統,41.7. Rules Versus Triggers,server-programming/the-rule-system/rules-versus-triggers.md,True,False,5709,0,697,13,no-chinese-prose,
450,1,V. 資料庫程式設計,42. Procedural Languages（程序語言）,42. Procedural Languages（程序語言）,server-programming/procedural-languages/README.md,True,True,859,283,35,0,chinese-review,
451,2,V. 資料庫程式設計,42. Procedural Languages（程序語言）,42.1. Installing Procedural Languages,server-programming/procedural-languages/installing-procedural-languages.md,True,False,5410,0,611,9,no-chinese-prose,current
452,1,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43. PL/pgSQL - SQL Procedural Language,server-programming/pl-pgsql-sql-procedural-language/README.md,True,True,0,0,0,0,heading-only-container,
453,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.1. Overview,server-programming/pl-pgsql-sql-procedural-language/overview.md,True,False,4534,0,617,14,no-chinese-prose,current
454,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.2. Structure of PL/pgSQL,server-programming/pl-pgsql-sql-procedural-language/structure-of-pl-pgsql.md,True,False,4179,0,453,9,no-chinese-prose,current
455,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.3. Declarations,server-programming/pl-pgsql-sql-procedural-language/declarations.md,True,False,14785,0,1566,31,no-chinese-prose,current
456,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.4. Expressions,server-programming/pl-pgsql-sql-procedural-language/expressions.md,True,False,2006,0,239,5,no-chinese-prose,current
457,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.5. 基本語法,server-programming/pl-pgsql-sql-procedural-language/basic-statements.md,True,False,24082,0,2774,51,no-chinese-prose,current
458,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.6. Control Structures,server-programming/pl-pgsql-sql-procedural-language/control-structures.md,True,False,31975,0,2825,56,no-chinese-prose,current
459,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.7. Cursors,server-programming/pl-pgsql-sql-procedural-language/43.7.-cursors.md,True,False,13717,0,1627,25,no-chinese-prose,current
460,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.8. Transaction Management,server-programming/pl-pgsql-sql-procedural-language/43.8.-transaction-management.md,True,False,2485,0,253,4,no-chinese-prose,
461,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.9. Errors and Messages,server-programming/pl-pgsql-sql-procedural-language/43.9.-errors-and-messages.md,True,False,5851,0,656,14,no-chinese-prose,current
462,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.10. Trigger Functions,server-programming/pl-pgsql-sql-procedural-language/43.10.-trigger-functions.md,True,False,20007,0,1317,21,no-chinese-prose,current
463,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.11. PL/pgSQL under the Hood,server-programming/pl-pgsql-sql-procedural-language/43.11.-pl-pgsql-under-the-hood.md,True,False,11607,0,1503,25,no-chinese-prose,current
464,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.12. Tips for Developing in PL/pgSQL,server-programming/pl-pgsql-sql-procedural-language/43.12.-tips-for-developing-in-pl-pgsql.md,True,False,7961,0,807,12,no-chinese-prose,current
465,2,V. 資料庫程式設計,43. PL/pgSQL - SQL Procedural Language,43.13. Porting from Oracle PL/SQL,server-programming/pl-pgsql-sql-procedural-language/43.13.-porting-from-oracle-pl-sql.md,True,False,18357,0,1090,13,no-chinese-prose,current
466,1,V. 資料庫程式設計,44. PL/Tcl - Tcl Procedural Language,44. PL/Tcl - Tcl Procedural Language,server-programming/pl-tcl-tcl-procedural-language.md,True,False,62,24,5,0,chinese-review,
467,1,V. 資料庫程式設計,45. PL/Perl — Perl Procedural Language,45. PL/Perl — Perl Procedural Language,server-programming/pl-perl-perl-procedural-language.md,True,False,925,0,122,2,no-chinese-prose,13
468,1,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46. PL/Python - Python Procedural Language,server-programming/pl-python-python-procedural-language-1/README.md,True,True,963,103,111,1,mixed-review,
469,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.1. PL/Python Functions,server-programming/pl-python-python-procedural-language-1/pl-python-functions.md,True,False,2551,0,298,5,no-chinese-prose,15
470,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.2. Data Values,server-programming/pl-python-python-procedural-language-1/data-values.md,True,False,9446,0,895,16,no-chinese-prose,15
471,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.3. Sharing Data,server-programming/pl-python-python-procedural-language-1/sharing-data.md,True,False,168,112,6,0,chinese-review,
472,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.4. Anonymous Code Blocks,server-programming/pl-python-python-procedural-language-1/anonymous-code-blocks.md,True,False,171,54,8,0,chinese-review,
473,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.5. Trigger Functions,server-programming/pl-python-python-procedural-language-1/trigger-functions.md,True,False,1212,0,135,2,no-chinese-prose,
474,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.6. Database Access,server-programming/pl-python-python-procedural-language-1/database-access.md,True,False,8764,0,867,19,no-chinese-prose,15
475,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.7. Explicit Subtransactions,server-programming/pl-python-python-procedural-language-1/explicit-subtransactions.md,True,False,2986,0,262,4,no-chinese-prose,15
476,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.8. Transaction Management,server-programming/pl-python-python-procedural-language-1/transaction-management.md,True,False,887,0,91,1,no-chinese-prose,
477,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.9. Utility Functions,server-programming/pl-python-python-procedural-language-1/utility-functions.md,True,False,3159,0,190,4,no-chinese-prose,15
478,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.10. Python 2 vs. Python 3,server-programming/pl-python-python-procedural-language-1/python-2-vs.-python-3.md,True,False,83,18,6,0,chinese-review,
479,2,V. 資料庫程式設計,46. PL/Python - Python Procedural Language,46.11. Environment Variables,server-programming/pl-python-python-procedural-language-1/environment-variables.md,True,False,926,0,115,2,no-chinese-prose,
480,1,V. 資料庫程式設計,47. Server Programming Interface,47. Server Programming Interface,server-programming/server-programming-interface.md,True,False,1303,0,192,4,no-chinese-prose,
481,1,V. 資料庫程式設計,48. Background Worker Processes,48. Background Worker Processes,server-programming/background-worker-processes.md,True,False,11329,0,1382,21,no-chinese-prose,13
482,1,V. 資料庫程式設計,49. Logical Decoding,49. Logical Decoding,server-programming/logical-decoding/README.md,True,True,663,263,41,0,chinese-review,
483,2,V. 資料庫程式設計,49. Logical Decoding,48.1. Logical Decoding Examples,server-programming/logical-decoding/logical-decoding-examples.md,True,False,5256,0,89,2,no-chinese-prose,13
484,2,V. 資料庫程式設計,49. Logical Decoding,48.2. Logical Decoding Concepts,server-programming/logical-decoding/logical-decoding-concepts.md,True,False,4318,0,583,11,no-chinese-prose,13
485,2,V. 資料庫程式設計,49. Logical Decoding,48.3. Streaming Replication Protocol Interface,server-programming/logical-decoding/streaming-replication-protocol-interface.md,True,False,691,0,56,1,no-chinese-prose,13
486,2,V. 資料庫程式設計,49. Logical Decoding,48.4. Logical Decoding SQL Interface,server-programming/logical-decoding/logical-decoding-sql-interface.md,True,False,497,0,44,1,no-chinese-prose,13
487,2,V. 資料庫程式設計,49. Logical Decoding,48.5. System Catalogs Related to Logical Decoding,server-programming/logical-decoding/system-catalogs-related-to-logical-decoding.md,True,False,408,0,28,1,no-chinese-prose,13
488,2,V. 資料庫程式設計,49. Logical Decoding,48.6. Logical Decoding Output Plugins,server-programming/logical-decoding/logical-decoding-output-plugins.md,True,False,11036,0,1063,25,no-chinese-prose,13
489,2,V. 資料庫程式設計,49. Logical Decoding,48.7. Logical Decoding Output Writers,server-programming/logical-decoding/logical-decoding-output-writers.md,True,False,388,0,38,1,no-chinese-prose,13
490,2,V. 資料庫程式設計,49. Logical Decoding,48.8. Synchronous Replication Support for Logical Decoding,server-programming/logical-decoding/synchronous-replication-support-for-logical-decoding.md,True,False,953,0,90,2,no-chinese-prose,13
491,1,V. 資料庫程式設計,50. Replication Progress Tracking,50. Replication Progress Tracking,server-programming/replication-progress-tracking.md,True,False,4061,0,434,6,no-chinese-prose,13
492,1,V. 資料庫程式設計,51. Archive Modules,51. Archive Modules,51.-archive-modules.md,True,True,1432,0,134,3,no-chinese-prose,15
493,2,V. 資料庫程式設計,51. Archive Modules,51.1. Initialization Functions,server-programming/51.-archive-modules/51.1.-initialization-functions.md,True,False,914,0,81,1,no-chinese-prose,current
494,2,V. 資料庫程式設計,51. Archive Modules,51.2. Archive Module Callbacks,server-programming/51.-archive-modules/51.2.-archive-module-callbacks.md,True,False,1823,0,217,5,no-chinese-prose,current
495,0,VI. 參考資訊,VI. 參考資訊,VI. 參考資訊,reference/README.md,True,True,132,104,2,0,chinese-review,
